error|voip0.1|rmse|curvature|394.4680072575641|proportional|183.29877593147418
overhead|voip0.1|rmse|curvature|61|proportional|419
error|voip0.1|rmse|curvature|394.4680072575641|ewma|188.79976394768266
overhead|voip0.1|rmse|curvature|61|ewma|408
error|voip0.1|rmse|curvature|394.4680072575641|cemon|353.97441247417987
overhead|voip0.1|rmse|curvature|61|cemon|64
error|voip0.1|rmse|curvature|394.4680072575641|momon|248.53696344754698
overhead|voip0.1|rmse|curvature|61|momon|527
error|voip0.1|rmse|curvature|394.4680072575641|curvature2|225.6042098171872
overhead|voip0.1|rmse|curvature|61|curvature2|313
error|voip0.2|rmse|curvature|277.0161623796561|proportional|217.41024813147627
overhead|voip0.2|rmse|curvature|63|proportional|204
error|voip0.2|rmse|curvature|277.0161623796561|ewma|327.9125859218807
overhead|voip0.2|rmse|curvature|63|ewma|204
error|voip0.2|rmse|curvature|277.0161623796561|cemon|581.2256515940037
overhead|voip0.2|rmse|curvature|63|cemon|67
error|voip0.2|rmse|curvature|277.0161623796561|momon|221.5205666110503
overhead|voip0.2|rmse|curvature|63|momon|544
error|voip0.2|rmse|curvature|277.0161623796561|curvature2|213.34098262515252
overhead|voip0.2|rmse|curvature|63|curvature2|362
error|br2|nrmse|curvature|0.13233185768101474|proportional|0.15473640742106304
overhead|br2|nrmse|curvature|66|proportional|28
error|br2|nrmse|curvature|0.13233185768101474|ewma|0.16542752211152664
overhead|br2|nrmse|curvature|66|ewma|30
error|br2|nrmse|curvature|0.13233185768101474|cemon|0.16859055289643882
overhead|br2|nrmse|curvature|66|cemon|27
error|br2|nrmse|curvature|0.13233185768101474|momon|0.131048067840701
overhead|br2|nrmse|curvature|66|momon|163
error|br2|nrmse|curvature|0.13233185768101474|curvature2|0.1309126210330495
overhead|br2|nrmse|curvature|66|curvature2|95
error|matrix2|nrmse|curvature|0.135999494949131|proportional|0.09739314138898239
overhead|matrix2|nrmse|curvature|116|proportional|72
error|matrix2|nrmse|curvature|0.135999494949131|ewma|0.09515801889957373
overhead|matrix2|nrmse|curvature|116|ewma|75
error|matrix2|nrmse|curvature|0.135999494949131|cemon|0.10965478109109005
overhead|matrix2|nrmse|curvature|116|cemon|72
error|matrix2|nrmse|curvature|0.135999494949131|momon|0.09406906625579381
overhead|matrix2|nrmse|curvature|116|momon|588
error|matrix2|nrmse|curvature|0.135999494949131|curvature2|0.13071020562936936
overhead|matrix2|nrmse|curvature|116|curvature2|344
error|pareto0.1|nrmse|curvature|0.020201230937168874|proportional|0.020167163577992326
overhead|pareto0.1|nrmse|curvature|64|proportional|279
error|pareto0.1|nrmse|curvature|0.020201230937168874|ewma|0.020121636025417524
overhead|pareto0.1|nrmse|curvature|64|ewma|312
error|pareto0.1|nrmse|curvature|0.020201230937168874|cemon|0.020181967597317246
overhead|pareto0.1|nrmse|curvature|64|cemon|66
error|pareto0.1|nrmse|curvature|0.020201230937168874|momon|0.020083625318928214
overhead|pareto0.1|nrmse|curvature|64|momon|544
error|pareto0.1|nrmse|curvature|0.020201230937168874|curvature2|0.020070843287712786
overhead|pareto0.1|nrmse|curvature|64|curvature2|231
